rater,session_id,channel,method,bp,bp_x,power,identifiable,bp2_type
Rater_A,ID10_03,smo2_dom,visual,2,1526.9950811986248,354.49918019977076,TRUE,flat
Rater_A,ID10_03,smo2_ndom,visual,1,733.1942284311314,222.19903807185523,TRUE,NA
Rater_A,ID10_03,smo2_ndom,visual,2,NA,NA,FALSE,NA
Rater_A,ID10_03,smo2_avg,visual,1,615.3030126735828,202.5505021122638,TRUE,NA
Rater_A,ID10_03,smo2_avg,visual,2,NA,NA,FALSE,NA
Rater_A,ID11_01,smo2_dom,visual,1,1167.3616603281137,206.1921937049466,TRUE,NA
Rater_A,ID11_01,smo2_dom,visual,2,2438.829293389482,354.53008422877286,TRUE,flat
Rater_A,ID11_01,smo2_ndom,visual,1,873.5113629094864,171.90965900610672,TRUE,NA
Rater_A,ID11_01,smo2_ndom,visual,2,1958.497076455187,298.4913255864385,TRUE,flat
Rater_A,ID11_01,smo2_avg,visual,1,876.3368465385116,172.23929876282637,TRUE,NA
Rater_A,ID11_01,smo2_avg,visual,2,2159.106414115981,321.89574831353116,TRUE,flat
Rater_A,ID11_02,smo2_dom,visual,1,598.8476313072764,139.8655569858489,TRUE,NA
Rater_A,ID11_02,smo2_dom,visual,2,2159.6198246769486,321.9556462123107,TRUE,flat
Rater_A,ID11_02,smo2_ndom,visual,1,574.5869236383178,137.03514109113706,TRUE,NA
Rater_A,ID11_02,smo2_ndom,visual,2,1900.8389428747228,291.76454333538436,TRUE,flat
Rater_A,ID11_02,smo2_avg,visual,1,598.8476313072764,139.8655569858489,TRUE,NA
Rater_A,ID11_02,smo2_avg,visual,2,1903.5345770601625,292.0790339903523,TRUE,flat
Rater_A,ID11_03,smo2_dom,visual,1,565.8251939597271,136.01293929530152,TRUE,NA
Rater_A,ID11_03,smo2_dom,visual,2,2455.0842688858106,356.4264980366779,TRUE,flat
Rater_A,ID11_03,smo2_ndom,visual,1,507.9063026116283,129.25573530468995,TRUE,NA
Rater_A,ID11_03,smo2_ndom,visual,2,2107.5709207972172,315.88327409300865,TRUE,flat
Rater_A,ID11_03,smo2_avg,visual,1,576.8573637403174,137.3000257697037,TRUE,NA
Rater_A,ID11_03,smo2_avg,visual,2,2444.0520991052203,355.1394115622757,TRUE,flat
Rater_A,ID12_01,smo2_dom,visual,1,549.8489293842182,119.98489293842182,TRUE,NA
Rater_A,ID12_01,smo2_dom,visual,2,NA,NA,FALSE,NA
Rater_A,ID12_01,smo2_ndom,visual,1,574.7115747839061,122.47115747839062,TRUE,NA
Rater_A,ID12_01,smo2_ndom,visual,2,1526.9508935919534,217.69508935919532,TRUE,deoxy
Rater_A,ID12_01,smo2_avg,visual,1,557.3077230041246,120.73077230041245,TRUE,NA
Rater_A,ID12_01,smo2_avg,visual,2,1815.3575802283333,246.53575802283333,TRUE,deoxy
Rater_A,ID12_02,smo2_dom,visual,1,572.4545835807671,122.24545835807672,TRUE,NA
Rater_A,ID12_02,smo2_dom,visual,2,1934.4464039330148,258.4446403933015,TRUE,deoxy
Rater_A,ID12_02,smo2_ndom,visual,1,493.4638453178073,114.34638453178073,TRUE,NA
Rater_A,ID12_02,smo2_ndom,visual,2,1934.4464039330148,258.4446403933015,TRUE,deoxy
Rater_A,ID12_02,smo2_avg,visual,1,510.2194564644957,116.02194564644957,TRUE,NA
Rater_A,ID12_02,smo2_avg,visual,2,1939.2337214034974,258.9233721403498,TRUE,deoxy
Rater_A,ID12_03,smo2_dom,visual,1,445.2121533719441,109.5212153371944,TRUE,NA
Rater_A,ID12_03,smo2_dom,visual,2,1990.480927128418,264.0480927128418,TRUE,flat
Rater_A,ID12_03,smo2_ndom,visual,1,925.2518949690078,157.5251894969008,TRUE,NA
Rater_A,ID12_03,smo2_ndom,visual,2,1910.9999065468094,256.09999065468094,TRUE,flat
Rater_A,ID12_03,smo2_avg,visual,1,566.9606022133632,121.69606022133632,TRUE,NA
Rater_A,ID12_03,smo2_avg,visual,2,1894.4869578496066,254.44869578496065,TRUE,flat
